"국가별",2013,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2022,2022
"국가별",전체,가연성 연료,수력,원자력,풍력,태양열,기타,전체,가연성 연료,수력,원자력,풍력,태양열,기타,전체,가연성 연료,수력,원자력,풍력,태양열,기타,전체,가연성 연료,수력,원자력,풍력,태양열,기타,전체,가연성 연료,수력,원자력,풍력,태양열,기타,전체,가연성 연료,수력,원자력,풍력,태양열,기타,전체,가연성 연료,수력,원자력,풍력,태양열,기타,전체,가연성 연료,수력,원자력,풍력,태양열,기타,전체,가연성 연료,수력,원자력,풍력,태양열,기타,전체,가연성 연료,수력,원자력,풍력,태양열,기타
"에콰도르",23260,12161,11039,-,57,4,-,24307,12753,11458,-,80,16,-,25950,12719,13096,-,99,36,-,27314,11357,15834,-,84,39,-,28033,7833,20089,-,73,37,-0,29244,8447,20678,-,80,38,0,32284,7520,24641,-,86,38,0,31248,6800,24333,-,77,38,-,32214,6541,25575,-,62,37,-,33008,8274,24635,-,61,39,-
"엘살바도르",6272,2922,1790,-,-,-,1560,6263,2913,1793,-,-,-,1558,6065,3095,1423,-,-,7,1540,6089,3145,1344,-,-,24,1576,5494,2083,1704,-,-,137,1569,5359,1937,1631,-,-,246,1545,6070,2582,1526,-,-,489,1474,6350,1790,2084,-,14,904,1557,6475,1888,1821,-,132,1074,1559,-,-,-,-,-,-,-
"과테말라",10125,5254,4659,-,-,-,212,10638,5531,4853,-,-,7,247,11157,6769,3880,-,107,149,252,11789,7122,3971,-,215,192,289,12272,5816,5787,-,218,198,253,13568,7572,5218,-,320,208,250,14083,8855,4497,-,221,199,312,12835,6004,5966,-,317,222,326,14420,7954,5646,-,325,230,265,-,-,-,-,-,-,-
"아이티",1056,914,141,-,-,1,-,1034,943,90,-,-,1,-,1040,955,83,-,-,2,-,1086,1013,71,-,-,2,-,1058,928,127,-,-,3,-,1048,848,197,-,-,3,-,1064,887,174,-,-,3,-,1029,882,144,-,-,3,-,1033,896,134,-,-,3,-,-,-,-,-,-,-,-
"온두라스",8274,5225,2739,-,310,-,-,8421,5421,2602,-,398,-,-,8978,5535,2360,-,665,418,-,9219,5505,2246,-,583,885,-,9385,4820,2971,-,578,924,93,9629,4253,3158,-,929,993,297,10586,5866,2430,-,818,1176,296,10059,5232,2701,-,707,1113,307,10957,4940,3765,-,775,1129,348,11149,5228,3883,-,686,1016,337
"자메이카",4163,3924,124,-,115,-,-,4123,3869,135,-,119,-,-,4206,3953,128,-,125,-,-,4342,4002,118,-,207,15,-,4360,3873,154,-,289,44,-,4402,3875,179,-,302,46,-,4465,3948,155,-,272,90,-,4939,4399,136,-,280,124,-,4705,4170,139,-,264,132,-,404,-,-,-,272,132,-
"니카라과",4165,2467,456,-,562,1,679,4454,2550,395,-,846,1,662,4580,2740,295,-,865,2,678,4591,2728,426,-,729,2,706,4525,2657,468,-,635,14,751,4636,2599,411,-,801,24,801,4576,2815,227,-,730,26,778,3791,1873,574,-,550,26,767,4213,2197,599,-,656,27,734,-,-,-,-,-,-,-
"파나마",8962,3808,5154,-,-,-,-,9287,4136,5034,-,116,1,-,10295,3604,6257,-,419,16,-,10885,3666,6523,-,625,71,-,11153,3118,7388,-,491,156,-,11465,2556,8065,-,588,256,-,13050,6806,5196,-,725,324,-,12949,4517,7502,-,584,346,-,14197,4429,8625,-,530,612,-,14105,4615,8116,-,579,794,-
"파라과이",60381,3,60378,-,-,-,-,55282,6,55276,-,-,-,-,55744,1,55743,-,-,-,-,63771,1,63770,-,-,-,-,59685,2,59684,-,-,-,-,59212,2,59211,-,-,-,-,49448,2,49446,-,-,-,-,46373,2,46371,-,-,-,-,40576,2,40574,-,-,-,-,43881,1,43880,-,-,-,-
"페루",43330,20812,22320,-,1,197,-,45508,22882,22171,-,256,199,-,48277,23729,23722,-,596,230,-,52277,26188,24785,-,1064,241,-,52743,22265,29075,-,1073,330,-,54982,21946,30737,-,1502,797,-,57038,23088,31462,-,1655,833,-,52803,19624,30510,-,1814,856,-,56836,22261,31890,-,1821,864,-,59713,27216,29744,-,1932,821,-
"수리남",2036,932,1103,-,-,1,-,2082,1276,797,-,-,9,-,2088,1378,702,-,-,9,-,1819,1027,783,-,-,9,-,1805,871,926,-,-,9,-,1792,782,1000,-,-,10,-,1868,906,952,-,-,10,-,1730,1043,674,-,-,12,-,1594,734,847,-,-,13,-,-,-,-,-,-,-,-
"트리니다드토바고",9505,9501,-,-,-,4,-,9422,9417,-,-,-,5,-,9570,9564,-,-,-,6,-,9419,9413,-,-,-,6,-,9323,9318,-,-,0,6,-,9225,9220,-,-,0,5,-,9188,9183,-,-,0,5,-,9225,9220,-,-,0,5,-,9262,9256,-,-,0,6,-,-,-,-,-,-,-,-
"우루과이",11658,3309,8206,-,143,-,-,13008,2623,9649,-,733,3,-,13731,3351,8266,-,2065,49,-,13885,2896,7842,-,2994,152,-,14363,2802,7518,-,3775,269,-,14623,2921,6557,-,4732,414,-,16090,2806,8108,-,4752,424,-,13557,3526,4094,-,5476,462,-,15953,5206,5273,-,4991,483,-,14759,3787,5686,-,4783,503,-
"베네수엘라",134224,52627,81499,-,88,9,1,132497,52009,80364,-,113,10,1,128820,53832,74902,-,74,10,1,118135,55068,62959,-,98,10,1,112241,42099,70035,-,95,9,1,94248,28917,65282,-,43,5,1,79676,16819,62789,-,60,6,1,82471,15254,67190,-,20,6,1,84730,16858,67845,-,19,6,2,88504,19969,68512,-,16,6,2
"퀴라소",891,769,-,-,117,5,-,872,726,-,-,133,13,-,898,737,-,-,144,17,-,876,735,-,-,122,19,-,887,698,-,-,169,20,-,866,612,-,-,234,20,-,880,637,-,-,218,25,-,844,626,-,-,191,27,-,846,622,-,-,197,27,-,-,-,-,-,-,-,-
"유럽",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"알바니아",6956,-,6956,-,-,-,-,4724,-,4724,-,-,-,-,5895,-,5895,-,-,-,-,7136,-,7136,-,-,-,-,4526,-,4526,-,-,-,-,8552,-,8552,-,-,-,-,5206,-,5184,-,-,22,-,5313,-,5281,-,-,32,-,8963,-,8922,-,-,41,-,7002,-,6959,-,-,43,-
"오스트리아",68351,18781,45778,-,3152,626,14,65436,15959,44833,-,3846,785,13,65299,18916,40591,-,4840,937,15,68308,18953,43009,-,5235,1096,15,71324,21296,42175,-,6572,1269,13,68618,19900,41219,-,6030,1455,13,74234,20865,44204,-,7450,1702,13,72556,18368,45344,-,6792,2043,10,70752,18678,42540,-,6740,2783,12,-,-,-,-,-,-,-
"벨라루스",31507,31361,138,-,8,-,-,34735,34602,121,-,11,1,-,34082,33941,107,-,26,8,-,33566,33321,142,-,75,28,-,34515,33924,405,-,97,89,-,38986,38386,324,-,99,177,-,40465,39756,350,-,178,181,-,38548,37441,399,338,194,176,-,41240,34749,371,5780,168,172,-,-,-,-,-,-,-,-
"벨기에",83504,32420,1704,42644,3665,2644,427,72545,29449,1465,33703,4615,2886,427,69715,33092,1418,26103,5575,3057,470,85610,31559,1489,43523,5420,3095,524,86619,32615,1397,42227,6521,3308,551,75040,33171,1308,28597,7574,3903,487,93646,34497,1181,43524,9755,4253,436,89455,35277,1315,34435,12819,5112,498,100465,30667,1350,50326,11998,5618,507,-,-,-,-,-,-,-
"보스니아-헤르체고비나",17451,10215,7236,-,-,-,-,16160,10225,5935,-,-,-,-,15629,10078,5551,-,-,-,-,17767,12102,5641,-,-,24,-,16439,12431,3987,-,-,21,-,19160,12517,6519,-,103,21,-,17493,11037,6172,-,254,30,-,16874,11904,4663,-,262,45,-,18536,11286,6796,-,382,72,-,-,-,-,-,-,-,-
"불가리아",43815,22067,4795,14171,1374,1392,16,47490,23858,5163,15867,1331,1257,14,49227,24840,6147,15383,1452,1382,23,45279,22088,4568,15776,1425,1388,34,45613,23633,3493,15545,1504,1403,34,46838,22606,5423,16125,1318,1343,22,44277,21573,3383,16555,1317,1417,31,40754,17827,3320,16626,1477,1469,36,47568,23079,5067,16487,1434,1467,35,-,-,-,-,-,-,-
"크로아티아",14052,4797,8727,-,517,11,-,13554,3664,9125,-,730,35,-,11403,3994,6556,-,796,57,-,12820,4682,7058,-,1014,66,-,11984,5193,5508,-,1204,79,-,13632,4435,7785,-,1335,75,2,12760,5185,5933,-,1467,83,92,13385,5665,5810,-,1721,96,94,15210,5681,7229,-,2062,149,90,-,-,-,-,-,-,-
"체코",86913,49940,3639,30745,481,2033,75,86148,50174,2961,30325,477,2123,88,83892,51063,3071,26841,573,2264,80,83309,53279,3202,24104,497,2131,96,87056,52783,3040,28340,591,2199,103,88038,52338,2679,29921,609,2365,125,87056,50474,3175,30246,700,2337,124,81568,44933,3437,30043,699,2338,118,85082,47677,3620,30731,602,2316,136,-,-,-,-,-,-,-
"덴마크",34743,23089,13,-,11123,518,-,32185,18495,15,-,13079,596,-,28942,14187,18,-,14133,604,-,30541,16996,19,-,12782,744,-,31023,15473,18,-,14780,751,-,30370,15500,15,-,13902,953,-,29517,12387,17,-,16150,963,-,28729,11201,17,-,16330,1181,-,33049,15669,16,-,16054,1309,-,-,-,-,-,-,-,-
"에스토니아",13275,12720,26,-,529,-,-,12446,11815,27,-,604,-,-,10149,9407,27,-,715,-,-,12170,11531,35,-,594,10,-,13160,12397,26,-,723,14,-,12364,11682,15,-,636,31,-,7616,6836,19,-,687,74,-,6078,4959,30,-,844,245,-,7204,6095,23,-,733,354,-,-,-,-,-,-,-,-
"핀란드",71257,33744,12838,23606,774,6,289,68094,29712,13397,23580,1107,8,290,68599,25999,16769,23245,2327,11,248,68757,26399,15799,23203,3068,22,266,67524,25031,14772,22477,4795,49,401,70263,27959,13301,22793,5839,90,281,68650,25923,12421,23870,6025,147,264,69268,21392,15883,23291,8256,218,227,72121,23671,15792,23598,8507,298,255,-,-,-,-,-,-,-
"프랑스",582316,59047,77073,423685,16127,5194,1190,572611,41672,69571,436479,17324,6392,1173,579465,51180,60514,437428,21420,7754,1169,564079,63967,65686,403195,21381,8659,1191,561977,72878,55135,398359,24609,9587,1409,581819,57647,70472,412942,28599,10925,1235,570949,62148,61572,399012,34722,12330,1166,532386,56901,67095,353833,39861,13459,1237,555283,58263,63956,379361,36831,15732,1139,-,-,-,-,-,-,-
"독일",638701,427037,28782,97290,52737,31010,1845,627806,408559,25444,97129,58497,36056,2121,648310,410318,24898,91786,80624,38726,1958,650450,419596,26135,84634,79924,38098,2063,653723,404286,26155,76324,105693,39401,1864,640468,385445,23863,76005,109951,43459,1745,606917,334214,25671,75071,125894,44383,1684,575462,302330,25275,64382,132102,49496,1877,588343,328342,24973,69130,114647,49340,1911,-,-,-,-,-,-,-
"지브롤터",189,189,-,-,-,-,-,198,198,-,-,-,-,-,224,224,-,-,-,-,-,214,214,-,-,-,-,0,214,213,-,-,-,-,0,215,215,-,-,-,-,0,220,220,-,-,-,-,0,215,215,-,-,-,-,0,233,233,-,-,-,-,0,0,-,-,-,-,-,0
"그리스",57152,42981,6384,-,4139,3648,-,50474,38386,4607,-,3689,3792,-,51874,37203,6150,-,4621,3900,-,54439,39798,5565,-,5146,3930,-,55266,41698,4040,-,5537,3991,-,53263,37412,5760,-,6300,3791,-,48626,32880,4051,-,7266,4429,-,48252,31055,3440,-,9310,4447,-,54715,33020,5961,-,10483,5251,-,-,-,-,-,-,-,-
"헝가리",30294,13936,213,15370,718,25,32,29403,12674,301,15649,657,67,55,30360,13395,234,15834,693,141,63,31902,14583,259,16054,684,244,78,32915,15407,220,16098,758,349,83,32067,14725,222,15733,607,629,151,34291,15429,219,16288,729,1497,129,34930,15358,244,16055,655,2459,159,36120,15301,212,15990,664,3796,157,-,-,-,-,-,-,-
"아이슬란드",18116,5,12863,-,3,-,5245,18123,3,12873,-,8,-,5239,18799,4,13781,-,11,-,5003,18550,3,13470,-,9,-,5068,19239,2,14059,-,8,-,5170,19830,2,13814,-,4,-,6010,19489,3,13461,-,7,-,6018,19127,3,13157,-,7,-,5961,19614,2,13804,-,6,-,5802,-,-,-,-,-,-,-
"아일랜드",25921,20434,944,-,4542,1,-,26087,19957,988,-,5140,2,-,28393,20721,1095,-,6573,4,-,30514,23388,973,-,6147,6,-,30876,22525,895,-,7444,12,-,31139,21546,932,-,8640,22,-,30962,19771,1132,-,10019,40,-,32276,19440,1224,-,11549,62,-,31872,20968,1036,-,9776,93,-,-,-,-,-,-,-,-
"이탈리아",289807,192237,54672,-,14897,21589,6412,279827,175510,60256,-,15178,22306,6577,282994,191458,46970,-,14844,22942,6780,289768,198693,44257,-,17689,22104,7025,295830,208824,38025,-,17742,24378,6862,289708,192129,50503,-,17716,22654,6707,293853,195084,48154,-,20202,23689,6725,280531,180805,49495,-,18762,24942,6528,289070,189132,47478,-,20927,25039,6493,-,-,-,-,-,-,-
"코소보",6525,6382,143,-,-,-,-,5436,5285,151,-,-,-,-,6119,5979,140,-,-,-,-,5981,5736,245,-,-,-,-,5918,5738,179,-,0,1,-,5915,5611,273,-,30,2,-,6348,6037,210,-,91,11,-,6713,6348,263,-,90,12,-,6892,6453,297,-,126,16,-,-,-,-,-,-,-,-
"라트비아",6209,3177,2912,-,120,-,-,5139,3006,1994,-,139,-,-,5533,3526,1860,-,147,-,-,6425,3767,2530,-,128,-,-,7531,3000,4381,-,150,0,-,6725,4170,2432,-,122,1,-,6438,4174,2108,-,154,3,-,5725,2940,2603,-,177,5,-,5846,2990,2708,-,141,7,-,4997,2016,2750,-,190,41,-
"리투아니아",4762,2808,1069,-,603,45,237,4397,2354,1088,-,639,73,243,4933,2761,1024,-,810,73,265,4266,1750,1044,-,1136,66,270,4187,1324,1181,-,1364,68,250,3511,1089,960,-,1144,87,232,3972,1210,948,-,1499,91,223,5518,2550,1080,-,1552,129,207,5079,2240,1094,-,1362,191,193,-,-,-,-,-,-,-
"룩셈부르크",2888,1573,1158,-,83,74,-,2966,1622,1169,-,80,95,-,2766,1030,1530,-,102,104,-,2196,467,1528,-,101,100,-,2235,470,1422,-,235,108,-,2200,490,1337,-,255,119,-,1908,547,949,-,281,130,-,2234,628,1094,-,351,161,-,2211,632,1085,-,314,180,-,-,-,-,-,-,-,-
"북마케도니아",6094,4501,1584,-,-,9,-,5374,4082,1207,-,71,14,-,5646,3638,1865,-,121,23,-,5630,3599,1897,-,109,24,-,5600,4356,1110,-,110,24,-,5870,4581,1164,-,102,23,-,5870,4581,1164,-,102,23,-,5347,3929,1277,-,117,24,-,5532,3926,1452,-,103,51,-,5933,4389,1345,-,108,92,-
"몰타",2251,2222,-,-,-,29,-,2245,2177,-,-,-,68,-,1305,1210,-,-,-,95,-,857,729,-,-,-,128,-,1652,1489,-,-,0,162,-,1962,1772,-,-,0,190,-,2060,1864,-,-,0,195,-,2143,1906,-,-,0,237,-,2215,1959,-,-,0,256,-,-,-,-,-,-,-,-
"몰도바",905,859,45,-,1,-,-,963,902,59,-,1,1,-,939,885,50,-,2,2,-,906,862,39,-,3,2,-,896,839,48,-,7,2,-,954,884,44,-,23,3,-,941,830,65,-,43,3,-,983,881,47,-,51,4,-,1131,976,68,-,77,10,-,995,761,41,-,140,53,-
"네덜란드",101630,92465,114,2891,5627,410,123,103359,92488,112,4091,5797,726,145,110209,95973,93,4078,7550,1108,1407,115156,99996,100,3960,8170,1602,1328,117192,99411,61,3402,10569,2204,1544,114264,95830,72,3515,10549,3708,591,121355,99917,74,3910,11508,5399,547,123287,94795,46,4087,15278,8568,512,122132,88194,88,3828,18005,11495,522,-,-,-,-,-,-,-
"노르웨이",134072,3238,128699,-,1881,-,254,141970,3255,136185,-,2217,-,313,144546,3247,138450,-,2515,-,334,149042,3201,143417,-,2116,-,308,149480,3190,143112,-,2854,-,324,147097,3169,139714,-,3877,2,334,134907,3011,126030,-,5525,13,328,155249,2441,142471,-,9913,136,289,157966,1301,144339,-,11769,175,383,-,-,-,-,-,-,-
"폴란드",164580,155467,2997,-,6004,1,111,159059,148500,2734,-,7676,7,142,164944,151478,2435,-,10858,57,116,166635,151234,2622,-,12588,124,67,170465,152295,3034,-,14909,165,62,170039,154428,2387,-,12799,300,125,163989,145269,2665,-,15107,711,237,158043,137254,2937,-,15800,1958,94,179631,156279,3101,-,16234,3934,84,-,-,-,-,-,-,-
"포르투갈",51672,24110,14868,-,12014,479,201,52802,23440,16412,-,12111,627,212,52420,30005,9799,-,11608,796,212,60328,29903,16909,-,12474,870,172,59432,38344,7632,-,12248,992,217,59636,32155,13628,-,12617,1006,230,53154,27687,10243,-,13667,1342,215,53078,25214,13633,-,12299,1716,217,50980,21894,13455,-,13216,2237,179,-,-,-,-,-,-,-
"루마니아",58887,27021,15308,11618,4520,420,-,65676,26903,19280,11676,6201,1616,-,66296,28604,17007,11640,7063,1982,-,65103,26871,18536,11286,6590,1820,-,64296,28672,14853,11509,7407,1856,-,64876,27308,18097,11377,6322,1771,-,59623,23787,16006,11280,6773,1778,-,55935,20088,15701,11466,6945,1733,-,59470,22162,17745,11284,6576,1703,-,-,-,-,-,-,-,-
"러시아",1059092,703481,182654,172508,5,-,444,1064207,705598,177141,180757,96,160,455,1067544,701220,169914,195470,148,335,457,1090973,706663,186640,196614,148,462,446,1094289,702882,187131,203143,140,558,435,1115093,716119,193027,204569,232,720,426,1121492,713955,196510,208984,331,1279,433,1089668,655850,214388,215745,1241,2022,421,1159416,714777,216143,222530,3311,2225,430,-,-,-,-,-,-,-
"슬로바키아",28832,7283,5166,15720,6,588,69,27401,6719,4462,15499,6,597,118,26903,7008,4137,15146,6,506,100,27064,7015,4606,14774,6,533,130,27738,7367,4623,15081,6,506,155,26971,7542,3879,14843,6,585,116,28434,7953,4571,15282,6,589,33,28838,7897,4799,15444,4,663,31,30016,8999,4552,15730,5,671,59,-,-,-,-,-,-,-
"슬로베니아",16103,5661,4923,5300,4,215,-,17437,4440,6366,6370,4,257,-,15100,5081,4091,5648,6,274,-,16500,5730,4782,5715,6,267,-,16326,5610,4141,6285,6,284,-,16327,5397,4893,5776,6,255,-,16100,5287,4683,5821,6,303,-,17191,5239,5225,6353,6,368,-,15877,4715,4997,5706,6,453,-,-,-,-,-,-,-,-
"스페인",285631,119111,41052,56726,55646,13096,-,278750,112789,42970,57305,52013,13673,-,280911,128947,31368,57196,49325,13859,216,274772,113618,39865,58633,48905,13643,108,275726,133002,21070,58039,49127,14397,91,274452,118149,36803,55766,50896,12744,94,273257,117125,26874,58349,55647,15103,159,263373,93778,33998,58299,56444,20667,187,274312,95443,32847,56564,62061,27098,299,-,-,-,-,-,-,-
"스웨덴",153166,15336,61496,66457,9842,35,-,153663,13632,63872,64877,11235,47,-,162112,13906,75439,56348,16322,97,-,156010,15150,62137,63101,15479,143,-,164250,15547,65168,65696,17609,230,-,163400,15571,62250,68549,16623,407,-,168439,16390,65393,66130,19847,679,-,163833,13618,72440,49198,27526,1051,-,171798,16137,73926,52965,27244,1526,-,-,-,-,-,-,-,-
"스위스",70211,3663,39968,25990,90,500,-,71743,3542,39701,27557,101,842,-,67681,3482,39881,23089,110,1119,-,63163,3886,36689,21146,109,1333,-,63095,3870,37033,20376,133,1683,-,69110,3728,37802,25513,122,1945,-,73478,3775,40962,26418,146,2178,-,71654,3863,41022,24025,145,2599,-,66042,3796,39895,19364,146,2842,-,-,-,-,-,-,-,-
"우크라이나",194377,95487,14472,83209,639,570,-,182815,83549,9318,88389,1130,429,-,163682,67523,6971,87627,1084,477,-,164573,72795,9304,80950,954,491,79,156037,58173,10520,85576,984,739,45,159833,61104,12007,84398,1188,1099,37,154141,58201,7855,83003,2020,2933,129,148408,55258,7564,76203,3271,5969,144,158083,52004,10333,86206,2833,6565,144,-,-,-,-,-,-,-
"영국",358272,249649,7605,70607,28397,2010,4,337760,229227,8771,63748,31959,4054,1,338090,210898,9037,70345,40275,7533,2,337244,209635,8329,71726,37159,10395,-,337429,197236,8754,70336,49641,11457,4,331997,189629,7942,65064,56685,12668,9,323199,183059,7689,56184,63835,12418,14,310748,163537,8404,50278,75615,12903,11,307317,177217,7390,45904,64662,12138,5,-,-,-,-,-,-,-
"몬테네그로",3945,1441,2504,-,-,-,-,3173,1421,1752,-,-,-,-,3003,1512,1491,-,-,-,-,3141,1298,1843,-,-,-,-,2483,1348,1040,-,95,-,-,3679,1444,2092,-,141,2,-,3423,1506,1621,-,293,2,-,3386,1615,1448,-,320,2,-,3777,1444,2010,-,320,3,-,3329,1566,1435,-,325,3,-
"세르비아",39877,29024,10853,-,-,-,-,34060,22437,11617,-,-,6,-,38298,27504,10783,-,-,11,-,39342,27784,11520,-,26,12,-,37045,27232,9752,-,48,13,-,37426,25869,11393,-,150,13,-,37600,26490,10198,-,898,14,-,37956,27219,9749,-,976,13,-,38236,25153,11984,-,1085,14,-,-,-,-,-,-,-,-
"아프리카",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"알제리",59890,59560,330,-,-,-,-,64379,63988,193,-,1,198,-,68903,68576,145,-,19,162,-,71092,70661,72,-,19,339,-,76018,75383,56,-,19,560,-,76662,75880,117,-,10,655,-,81531,80691,152,-,10,678,-,79154,78432,50,-,8,664,-,85391,84729,9,-,11,642,-,-,-,-,-,-,-,-
"앙골라",8231,3449,4767,-,-,15,-,9497,4439,5041,-,-,17,-,9783,4572,5193,-,-,18,-,10379,4546,5815,-,-,18,-,11187,3516,7653,-,-,18,-,13513,3123,10372,-,-,18,-,14247,3383,10826,-,-,38,-,14488,1967,12478,-,-,43,-,14741,3498,11203,-,-,39,-,15405,3051,12318,-,-,35,-
"베냉",130,130,-,-,-,-,-,348,348,-,-,-,-,-,330,324,1,-,-,5,-,276,266,5,-,-,5,-,331,325,1,-,-,5,-,202,197,0,-,-,5,-,529,521,0,-,-,8,-,989,982,0,-,-,7,-,1127,1110,-,-,-,17,-,-,-,-,-,-,-,-
"보츠와나",925,924,-,-,-,1,-,2315,2314,-,-,-,1,-,2967,2966,-,-,-,1,-,2688,2686,-,-,-,2,-,3022,3020,-,-,-,2,-,3105,3100,-,-,-,5,-,2508,2504,-,-,-,5,-,2182,2176,-,-,-,6,-,2486,2480,-,-,-,6,-,-,-,-,-,-,-,-
"카메룬",6385,2007,4373,-,-,5,-,6927,2546,4373,-,-,8,-,7985,3616,4359,-,-,10,-,7535,2771,4752,-,-,12,-,8088,2982,5090,-,-,16,-,8590,3547,5023,-,-,20,-,8483,3234,5229,-,-,20,-,8650,3660,4945,-,-,45,-,7940,2987,4907,-,-,46,-,-,-,-,-,-,-,-
"콩고",1698,738,960,-,-,-,-,1826,788,1038,-,-,-,-,2770,1671,1098,-,-,1,-,2953,1825,1127,-,-,1,-,2965,1761,1203,-,-,1,-,3096,2001,1094,-,-,1,-,3655,2807,847,-,-,1,-,3833,2931,900,-,-,1,-,4021,3031,989,-,-,1,-,-,-,-,-,-,-,-
"콩고민주공화국",8393,164,8229,-,-,-,-,8994,174,8820,-,-,-,-,9168,252,8916,-,-,-,-,8889,10,8879,-,-,0,-,9450,6,9444,-,-,0,-,10556,39,10516,-,-,0,-,11491,8,11483,-,-,0,-,12460,7,12453,-,-,0,-,13135,3,13131,-,-,1,-,13200,6,13192,-,-,2,-
"코트디부아르",7650,6044,1606,-,-,-,-,8286,6373,1913,-,-,-,-,8711,7359,1352,-,-,-,-,10253,8724,1529,-,-,-,-,10121,8074,2047,-,-,-,-,10058,7096,2962,-,-,-,-,10697,7197,3481,-,-,18,-,11274,7887,3376,-,-,11,-,11579,8935,2626,-,-,18,-,-,-,-,-,-,-,-
"이집트",168050,153252,13352,-,1332,114,-,173552,158039,13822,-,1444,247,-,180377,165347,13432,-,1345,253,-,191920,176234,13460,-,2058,168,-,195150,179520,12850,-,2200,580,-,202838,187341,12726,-,2234,537,-,194279,175998,13121,-,3689,1471,-,197201,173500,15038,-,4233,4430,-,222544,196649,14769,-,6251,4875,-,-,-,-,-,-,-,-
"에리트레아",279,273,-,-,2,4,-,278,272,-,-,2,4,-,271,264,-,-,2,5,-,276,269,-,-,2,5,-,334,326,-,-,2,6,-,352,340,-,-,2,10,-,363,350,-,-,2,11,-,375,361,-,-,2,13,-,385,371,-,-,2,12,-,-,-,-,-,-,-,-
"에티오피아",8736,36,8338,-,356,6,-,9562,34,9013,-,499,16,-,10483,32,9674,-,759,18,-,12588,32,11753,-,782,21,-,13264,27,12681,-,533,22,-,14554,31,13655,-,848,20,-,15068,35,14404,-,609,20,-,15829,35,14943,-,818,32,-,15538,29,14914,-,561,34,-,-,-,-,-,-,-,-
"가봉",2101,1163,936,-,-,2,-,1998,1202,794,-,-,2,-,2127,1207,918,-,-,2,-,2338,1383,953,-,-,2,-,2278,1347,929,-,-,2,-,2295,1307,987,-,-,2,-,2306,1318,987,-,-,2,-,2423,1434,987,-,-,2,-,2344,1356,987,-,-,2,-,-,-,-,-,-,-,-
"가나",13050,4814,8233,-,-,3,-,13143,4752,8387,-,-,4,-,11672,5824,5845,-,-,3,-,13203,7615,5561,-,-,27,-,14248,8604,5616,-,-,28,-,16425,10375,6017,-,-,33,-,18368,11065,7252,-,-,52,-,20170,12820,7293,-,-,57,-,22051,14408,7521,-,-,122,-,23163,14810,8192,-,-,162,-
"케냐",8448,2218,4435,-,15,-,1781,9139,2635,3569,-,17,-,2917,9515,1471,3463,-,60,-,4521,10058,1557,3960,-,56,-,4484,10360,2766,2777,-,61,-,4756,11182,1679,3986,-,376,14,5128,11621,1526,3205,-,1563,92,5235,11604,891,4233,-,1331,88,5060,12377,1512,3675,-,1985,167,5037,-,-,-,-,-,-,-
"리비아",37913,37905,-,-,-,8,-,37731,37723,-,-,-,8,-,37511,37503,-,-,-,8,-,31420,31412,-,-,-,8,-,33282,33274,-,-,-,8,-,34171,34164,-,-,-,8,-,34629,34621,-,-,-,8,-,29499,29491,-,-,-,8,-,31020,31011,-,-,-,9,-,-,-,-,-,-,-,-
"모리셔스",2882,2781,95,-,4,3,-,2936,2817,91,-,3,25,-,2996,2845,122,-,3,26,-,3042,2895,100,-,18,30,-,3120,2976,90,-,15,39,-,3131,2943,125,-,15,49,-,3237,2994,99,-,15,128,-,2883,2603,116,-,18,146,-,2992,2719,107,-,15,151,-,-,-,-,-,-,-,-
"모로코",28242,22594,2990,-,1356,-,1302,29384,24125,2033,-,1924,-,1302,31217,25108,2282,-,2519,6,1302,32141,25776,1662,-,3000,401,1302,33192,26875,1565,-,3035,415,1302,35822,27708,1998,-,3863,950,1302,41650,32390,1654,-,4723,1581,1302,40057,31353,1290,-,4592,1520,1302,42562,33120,1213,-,5107,1820,1302,-,-,-,-,-,-,-
"모잠비크",15123,318,14805,-,-,-,-,17739,1379,16359,-,-,1,-,19641,2547,17093,-,-,1,-,18697,3103,15592,-,-,2,-,17641,3581,14058,-,-,2,-,17140,3239,13899,-,-,1,-,18981,4021,14930,-,-,31,-,19026,3253,15703,-,-,70,-,18863,3326,15468,-,-,69,-,-,-,-,-,-,-,-
"나미비아",1358,59,1272,-,1,27,-,1529,13,1485,-,1,30,-,1576,34,1503,-,1,38,-,1478,62,1359,-,1,56,-,1781,66,1593,-,22,100,-,1437,21,1144,-,22,250,-,1402,52,954,-,22,375,-,2012,65,1505,-,22,421,-,1467,41,968,-,22,437,-,-,-,-,-,-,-,-
